,Opportunity Number,Type,Brand,State,Country,First Contact Type,Date of First Contact,Date of Giving Proposal,Date of Closing,Number of Contacts,Opportunity Amount (in USD),Customer Size By Revenue,Revenue From Customer (in USD),Customer Size By Number of Employees,Competitor Type,Anonymous Variable 1,Anonymous Variable 2,Anonymous Variable 3,Anonymous Variable 4,Sale
0.424776976,22003,Beverage,Fanta,Arizona,United States,Email,5/1/2014,21-01-2014,21-01-2014,2,100000,USD 100000 - 249999,USD 0,41 and above,Known,0,1,0,1,No
0.471240802,42461,Biscuit,Ritz,Montana,United States,Email,18-01-2014,19-01-2014,19-01-2014,2,50000,USD 0 - 9999,USD 0,0 to 10,Known,0,1,0,1,No
0.942671656,1631,Beverage,Fanta,Arizona,United States,Email,23-01-2014,26-01-2014,26-01-2014,2,35000,USD 0 - 9999,USD 0,11 to 20,Unknown,1,0,0,1,No
0.607410897,14786,Beverage,Fanta,Arizona,United States,Email,13-01-2014,10/2/2014,10/2/2014,3,110000,USD 0 - 9999,USD 0,0 to 10,Known,0,0.280142,0.719858,1,No
0.47461311,27486,Biscuit,Ritz,Texas,United States,Email,4/1/2014,10/1/2014,10/1/2014,2,240000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.016503326,6383,Beverage,Fanta,Utah,United States,Email,25-01-2014,13-02-2014,13-02-2014,2,110000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.249024647,27930,Beverage,Pepsi,Arizona,United States,Email,4/1/2014,29-01-2014,29-01-2014,2,300000,USD 25000 - 49999,USD 0,0 to 10,Known,0,1,0,1,No
0.449393338,29953,Biscuit,Arbo,Texas,United States,Email,14-01-2014,20-03-2014,20-03-2014,4,105000,USD 0 - 9999,USD 0,0 to 10,Known,0.174114,0.825886,0,1,No
0.929711641,5186,Biscuit,Chips Ahoy,Washington,United States,Email,20-01-2014,1/2/2014,1/2/2014,2,500000,USD 25000 - 49999,USD 0,21 to 30,Unknown,0,1,0,1,No
0.41373595,44352,Biscuit,Chips Ahoy,Oregon,United States,Email,26-01-2014,1/2/2014,1/2/2014,3,0,USD 0 - 9999,USD 0,0 to 10,Known,0,0.327869,0.672131,1,No
0.976417764,40014,Beverage,Pepsi,California,United States,Email,9/1/2014,20-01-2014,20-01-2014,2,52000,USD 0 - 9999,USD 0,0 to 10,Known,0,0,1,1,No
0.141364908,29848,Biscuit,Arbo,Oregon,United States,Email,11/1/2014,2/2/2014,2/2/2014,2,300000,USD 0 - 9999,USD 200000 and above,31 to 40,Unknown,1,0,0,1,No
0.759841697,8074,Beverage,Fanta,California,United States,Email,20-01-2014,21-01-2014,21-01-2014,2,15501,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.09006725,12738,Beverage,Fanta,Utah,United States,Email,13-01-2014,16-01-2014,16-01-2014,2,150000,USD 100000 - 249999,USD 200000 and above,0 to 10,Unknown,1,0,0,1,No
0.470239093,19294,Beverage,Coca Cola,Arizona,United States,Email,30-01-2014,10/2/2014,10/2/2014,2,40000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.487706068,973,Beverage,Coca Cola,Montana,United States,Email,14-01-2014,20-01-2014,20-01-2014,3,101000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0.918033,0.081967,1,No
0.620209058,10544,Beverage,Coca Cola,Washington,United States,Email,13-01-2014,24-01-2014,24-01-2014,2,25000,USD 0 - 9999,USD 0,0 to 10,None,0,1,0,1,No
0.624900324,7941,Biscuit,Nabisco,Montana,United States,Email,14-01-2014,9/2/2014,9/2/2014,7,316941,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0.708171,0.291829,1,No
0.553386798,31905,Biscuit,Chips Ahoy,California,United States,Email,12/1/2014,24-01-2014,24-01-2014,3,30000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.057377,0.942623,0,1,No
0.230161957,7144,Biscuit,Ritz,Utah,United States,Email,20-01-2014,5/2/2014,5/2/2014,2,10000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.636165031,11530,Beverage,Coca Cola,California,United States,Email,14-01-2014,20-02-2014,20-02-2014,4,150000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.312004585,14562,Biscuit,Chips Ahoy,Washington,United States,Email,2/1/2014,2/2/2014,2/2/2014,2,0,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.644819932,2768,Biscuit,Covenant,Montana,United States,Email,29-01-2014,25-02-2014,25-02-2014,3,2800,USD 0 - 9999,USD 0,0 to 10,Known,0.481481,0.518519,0,1,No
0.647163919,2779,Biscuit,Arbo,Texas,United States,Email,12/1/2014,14-01-2014,14-01-2014,3,75000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.664842263,2780,Beverage,Coca Cola,Oregon,United States,Email,18-01-2014,19-01-2014,19-01-2014,2,30000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.952402366,18635,Biscuit,Nabisco,California,United States,Email,15-01-2014,19-01-2014,19-01-2014,2,50000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.774110541,36244,Biscuit,Covenant,Washington,United States,Email,15-01-2014,17-03-2014,17-03-2014,7,697674,USD 100000 - 249999,USD 0,11 to 20,Unknown,0.130719,0.767974,0.101307,1,No
0.351327275,20530,Beverage,Coca Cola,California,United States,Email,1/1/2014,9/1/2014,9/1/2014,2,105000,USD 10000 - 24999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.044320375,22856,Biscuit,Nabisco,Texas,United States,Email,14-01-2014,14-01-2014,14-01-2014,2,1,USD 25000 - 49999,USD 0,11 to 20,Unknown,0,0,0,0,No
0.333020385,36505,Beverage,Fanta,California,United States,Email,16-01-2014,8/2/2014,8/2/2014,2,100000,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,1,0,0,1,No
0.796907104,45023,Beverage,Coca Cola,Montana,United States,Email,18-01-2014,7/2/2014,7/2/2014,3,50001,USD 0 - 9999,USD 0,0 to 10,None,0.752475,0.247525,0,1,No
0.04088165,37915,Biscuit,Chips Ahoy,Texas,United States,Email,5/1/2014,5/1/2014,5/1/2014,2,500000,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,0,0,0,0,No
0.278315911,41194,Biscuit,Covenant,Texas,United States,Email,3/1/2014,3/1/2014,3/1/2014,2,100000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,No
0.780015689,21946,Beverage,Fanta,California,United States,Email,31-01-2014,18-02-2014,18-02-2014,2,85258,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.809460824,15370,Biscuit,Covenant,Washington,United States,Email,9/1/2014,18-01-2014,18-01-2014,4,20000,USD 50000 - 99999,USD 0,0 to 10,Unknown,0,0.126437,0.873563,1,No
0.118372634,40418,Beverage,Coca Cola,California,United States,Email,31-01-2014,3/2/2014,3/2/2014,2,101000,USD 0 - 9999,USD 100000 - 199999,0 to 10,Unknown,0,1,0,1,No
0.706398123,22752,Biscuit,Covenant,Montana,United States,Email,20-01-2014,15-02-2014,15-02-2014,2,30000,USD 50000 - 99999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.081418467,40563,Beverage,Coca Cola,Montana,United States,Email,26-01-2014,2/2/2014,2/2/2014,2,250000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.347330772,6157,Beverage,Fanta,Washington,United States,Email,9/1/2014,19-01-2014,19-01-2014,2,40000,USD 25000 - 49999,USD 0,0 to 10,Known,1,0,0,1,No
0.366203706,26571,Biscuit,Nabisco,Washington,United States,Email,22-01-2014,29-01-2014,29-01-2014,4,50000,USD 0 - 9999,USD 0,0 to 10,None,0.013514,0.162162,0.824324,1,No
0.210161114,40507,Beverage,Coca Cola,Washington,United States,Email,19-01-2014,8/2/2014,8/2/2014,3,101204,USD 0 - 9999,USD 0,0 to 10,Unknown,0.906404,0.093596,0,1,No
0.174999673,37496,Beverage,Fanta,Oregon,United States,Email,13-01-2014,12/2/2014,12/2/2014,4,250000,USD 0 - 9999,USD 100000 - 199999,0 to 10,Unknown,0.057047,0.16443,0.778523,1,No
0.465414042,22123,Biscuit,Ritz,California,United States,Email,26-01-2014,14-03-2014,14-03-2014,2,105000,USD 50000 - 99999,USD 0,41 and above,Known,0,0,1,1,No
0.02709692,39842,Biscuit,Nabisco,California,United States,Email,23-01-2014,25-01-2014,25-01-2014,5,20000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.866667,0.133333,0,1,No
0.973295363,44885,Biscuit,Arbo,Utah,United States,Email,8/1/2014,24-01-2014,24-01-2014,6,20000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.101266,0.702532,0.196203,1.000001,No
0.20903933,45808,Beverage,Fanta,Utah,United States,Email,9/1/2014,2/2/2014,2/2/2014,2,101000,USD 50000 - 99999,USD 0,31 to 40,Unknown,1,0,0,1,No
0.635964558,34347,Biscuit,Ritz,Arizona,United States,Email,29-01-2014,1/3/2014,1/3/2014,2,200000,USD 25000 - 49999,USD 0,41 and above,Unknown,0,1,0,1,No
0.11437539,41456,Beverage,Fanta,Washington,United States,Email,6/1/2014,6/1/2014,6/1/2014,3,200000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,1,1,No
0.84547583,19547,Biscuit,Covenant,California,United States,Email,12/1/2014,1/2/2014,1/2/2014,2,31002,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.746757603,41613,Biscuit,Chips Ahoy,Washington,United States,Email,29-01-2014,26-02-2014,26-02-2014,2,51000,USD 50000 - 99999,USD 0,41 and above,Unknown,1,0,0,1,No
0.808696239,7747,Beverage,Coca Cola,Washington,United States,Email,20-01-2014,24-01-2014,24-01-2014,2,8333,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.616644545,32788,Biscuit,Nabisco,California,United States,Email,17-01-2014,26-01-2014,26-01-2014,2,40000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.645966528,2864,Biscuit,Oreo,Utah,United States,Email,24-01-2014,19-02-2014,19-02-2014,2,60000,USD 0 - 9999,USD 0,21 to 30,Known,0,1,0,1,No
0.190652576,15412,Milk,TruMoo,Utah,United States,Email,21-01-2014,2/2/2014,2/2/2014,3,40000,USD 0 - 9999,USD 0,0 to 10,Known,0,1,0,1,No
0.381623427,21153,Biscuit,Arbo,California,United States,Email,27-01-2014,5/2/2014,5/2/2014,3,50000,USD 0 - 9999,USD 0,0 to 10,None,0,0.033333,0.966667,1,No
0.268095911,23052,Beverage,Coca Cola,California,United States,Email,29-01-2014,7/4/2014,7/4/2014,3,100009,USD 50000 - 99999,USD 0,31 to 40,Unknown,0.001464,0.998536,0,1,No
0.308005912,33301,Biscuit,Arbo,Utah,United States,Email,26-01-2014,26-02-2014,26-02-2014,3,60000,USD 10000 - 24999,USD 0,21 to 30,Unknown,0.555195,0.444805,0,1,No
0.126479905,1326,Biscuit,Ritz,Arizona,United States,Email,26-01-2014,1/2/2014,1/2/2014,2,100000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.565764027,30982,Beverage,Fanta,Texas,United States,Email,14-01-2014,14-01-2014,14-01-2014,2,80000,USD 0 - 9999,USD 0,0 to 10,Known,0,0,0,0,No
0.712935355,734,Beverage,Coca Cola,California,United States,Email,6/1/2014,6/1/2014,6/1/2014,2,193750,USD 50000 - 99999,USD 0,41 and above,Unknown,0,1,0,1,No
0.522501363,29494,Biscuit,Nabisco,Utah,United States,Email,8/1/2014,25-01-2014,25-01-2014,3,110000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0.372093,0.627907,1,No
0.069224905,39163,Beverage,Fanta,California,United States,Email,3/1/2014,20-03-2014,20-03-2014,3,775073,USD 0 - 9999,USD 0,0 to 10,Unknown,0.978864,0.021136,0,1,No
0.184820974,30805,Biscuit,Covenant,Arizona,United States,Email,28-01-2014,26-02-2014,26-02-2014,3,30000,USD 0 - 9999,USD 0,0 to 10,Known,0.196491,0.803509,0,1,No
0.067275491,31580,Beverage,Fanta,Montana,United States,Email,2/1/2014,14-02-2014,14-02-2014,2,300000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.823859217,34779,Biscuit,Arbo,California,United States,Email,27-01-2014,19-03-2014,19-03-2014,5,305500,USD 0 - 9999,USD 0,0 to 10,Unknown,0.039062,0.960938,0,1,No
0.572224395,10086,Biscuit,Ritz,Washington,United States,Email,3/1/2014,10/1/2014,10/1/2014,3,18072,USD 50000 - 99999,USD 0,41 and above,None,0.043478,0.956522,0,1,No
0.440454871,45092,Biscuit,Arbo,Utah,United States,Email,10/1/2014,19-01-2014,19-01-2014,2,150000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.805554174,20608,Biscuit,Arbo,Washington,United States,Email,15-01-2014,21-01-2014,21-01-2014,2,15000,USD 0 - 9999,USD 0,0 to 10,None,0,1,0,1,No
0.556975534,33457,Biscuit,Covenant,Utah,United States,Email,21-01-2014,7/2/2014,7/2/2014,3,30000,USD 10000 - 24999,USD 0,0 to 10,Unknown,0,0.5,0.5,1,No
0.112384559,33597,Biscuit,Nabisco,California,United States,Email,25-01-2014,7/3/2014,7/3/2014,5,30000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.617073,0.382927,0,1,No
0.706634819,9252,Beverage,Fanta,Utah,United States,Email,4/1/2014,6/1/2014,6/1/2014,3,400000,USD 0 - 9999,USD 0,0 to 10,Known,0.3125,0.6875,0,1,No
0.112282561,34512,Beverage,Fanta,Utah,United States,Email,26-01-2014,3/3/2014,3/3/2014,4,120000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.20442,0.751381,0.044199,1,No
0.130521688,20799,Biscuit,Ritz,California,United States,Email,16-01-2014,24-01-2014,24-01-2014,2,232999,USD 0 - 9999,USD 0,41 and above,Unknown,0,1,0,1,No
0.01890943,41399,Biscuit,Arbo,Montana,United States,Email,7/1/2014,15-02-2014,15-02-2014,6,110000,USD 0 - 9999,USD 0,21 to 30,None,0.102041,0.721939,0.17602,1,No
0.617578191,37463,Biscuit,Ritz,Arizona,United States,Email,11/1/2014,16-01-2014,16-01-2014,2,800000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.978067664,31661,Beverage,Fanta,Utah,United States,Email,25-01-2014,1/2/2014,1/2/2014,2,0,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,1,0,0,1,No
0.731554455,10874,Biscuit,Arbo,Arizona,United States,Email,23-01-2014,3/2/2014,3/2/2014,4,0,USD 50000 - 99999,USD 0,0 to 10,Unknown,0,0.88785,0.11215,1,No
0.994652275,38842,Biscuit,Covenant,Oregon,United States,Email,1/1/2014,15-02-2014,15-02-2014,2,20000,USD 0 - 9999,USD 0,41 and above,Unknown,1,0,0,1,No
0.204663995,23641,Biscuit,Chips Ahoy,Arizona,United States,Email,13-01-2014,14-01-2014,14-01-2014,2,15000,USD 0 - 9999,USD 0,0 to 10,Known,0,1,0,1,No
0.06307184,27747,Biscuit,Nabisco,Washington,United States,Email,22-01-2014,13-02-2014,13-02-2014,2,170000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.9930283,7235,Biscuit,Oreo,Utah,United States,Email,19-01-2014,19-02-2014,19-02-2014,3,45500,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.235688039,36527,Biscuit,Covenant,California,United States,Email,21-01-2014,25-01-2014,25-01-2014,2,56178,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.985775476,20404,Biscuit,Ritz,Utah,United States,Email,15-01-2014,24-01-2014,24-01-2014,2,200000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.51484155,40069,Beverage,Fanta,Arizona,United States,Email,28-01-2014,8/3/2014,8/3/2014,2,0,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.063054609,33103,Beverage,Fanta,Oregon,United States,Email,11/1/2014,13-01-2014,13-01-2014,2,120000,USD 0 - 9999,USD 100000 - 199999,0 to 10,Unknown,1,0,0,1,No
0.26600196,43780,Biscuit,Ritz,Texas,United States,Email,14-01-2014,1/2/2014,1/2/2014,2,30000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.81340072,9146,Beverage,Fanta,Texas,United States,Email,12/1/2014,18-01-2014,18-01-2014,2,0,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,0,0,1,1,No
0.51462158,19749,Biscuit,Arbo,Utah,United States,Email,8/1/2014,18-01-2014,18-01-2014,2,200000,USD 100000 - 249999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.221403835,25075,Beverage,Fanta,Arizona,United States,Email,23-01-2014,20-02-2014,20-02-2014,7,500000,USD 0 - 9999,USD 0,0 to 10,Known,0.512635,0.202166,0.285199,1,No
0.555835723,4147,Biscuit,Ritz,California,United States,Email,10/1/2014,9/2/2014,9/2/2014,6,120000,USD 0 - 9999,USD 0,0 to 10,None,0.848485,0.151515,0,1,No
0.77682029,37073,Beverage,Coca Cola,Arizona,United States,Email,11/1/2014,9/2/2014,9/2/2014,5,150000,USD 100000 - 249999,USD 0,0 to 10,Known,0,0.363014,0.636986,1,No
0.266175421,23492,Biscuit,Covenant,Oregon,United States,Email,29-01-2014,9/2/2014,9/2/2014,4,150000,USD 0 - 9999,USD 0,0 to 10,Known,0,0.369369,0.630631,1,No
0.817940289,8527,Biscuit,Ritz,Utah,United States,Email,16-01-2014,20-01-2014,20-01-2014,3,0,USD 10000 - 24999,USD 0,31 to 40,Known,0.657143,0,0.342857,1,No
0.678971585,11973,Biscuit,Ritz,Oregon,United States,Email,3/1/2014,19-01-2014,19-01-2014,2,200000,USD 0 - 9999,USD 0,41 and above,Unknown,1,0,0,1,No
0.983906379,43711,Beverage,Coca Cola,Washington,United States,Email,2/1/2014,2/2/2014,2/2/2014,2,162790,USD 0 - 9999,USD 0,21 to 30,Unknown,1,0,0,1,No
0.034548377,25947,Biscuit,Nabisco,Arizona,United States,Email,10/1/2014,10/3/2014,10/3/2014,3,101000,USD 0 - 9999,USD 0,0 to 10,Known,0.061538,0.938462,0,1,No
0.34397561,1587,Beverage,Coca Cola,California,United States,Email,6/1/2014,7/1/2014,7/1/2014,2,232522,USD 100000 - 249999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.692408882,24521,Beverage,Coca Cola,Arizona,United States,Email,2/1/2014,2/1/2014,2/1/2014,1,20151,USD 0 - 9999,USD 0,0 to 10,None,0,0,0,0,No
0.393201066,30993,Biscuit,Arbo,Washington,United States,Email,16-01-2014,23-02-2014,23-02-2014,4,20000,USD 0 - 9999,USD 0,0 to 10,None,0.021164,0.351852,0.626984,1,No
0.187171744,35747,Biscuit,Arbo,Arizona,United States,Email,15-01-2014,5/2/2014,5/2/2014,2,30000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.22385227,2696,Biscuit,Covenant,Utah,United States,Email,30-01-2014,4/2/2014,4/2/2014,2,50000,USD 0 - 9999,USD 0,11 to 20,Unknown,0,1,0,1,No
0.235157088,19122,Biscuit,Arbo,Utah,United States,Email,30-01-2014,18-02-2014,18-02-2014,2,20000,USD 0 - 9999,USD 0,41 and above,Unknown,1,0,0,1,No
0.581500761,8695,Biscuit,Covenant,Montana,United States,Email,29-01-2014,25-02-2014,25-02-2014,2,105000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.188996536,45130,Biscuit,Oreo,Oregon,United States,Email,7/1/2014,15-01-2014,15-01-2014,2,5000,USD 0 - 9999,USD 0,41 and above,Unknown,0,1,0,1,No
0.615643716,5040,Biscuit,Oreo,Montana,United States,Email,24-01-2014,5/2/2014,5/2/2014,2,32500,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.005748339,24256,Biscuit,Nabisco,Utah,United States,Email,28-01-2014,1/3/2014,1/3/2014,4,110000,USD 100000 - 249999,USD 0,31 to 40,Known,0.492163,0.197492,0.310345,1,No
0.928593787,19617,Beverage,Fanta,Oregon,United States,Email,7/1/2014,16-02-2014,16-02-2014,6,290000,USD 0 - 9999,USD 100000 - 199999,41 and above,Unknown,0.4575,0.125,0.4175,1,No
0.827979982,35958,Milk,TruMoo,Montana,United States,Email,17-01-2014,8/2/2014,8/2/2014,3,100000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.183486,0.816514,0,1,No
0.485958673,33458,Biscuit,Nabisco,Utah,United States,Email,26-01-2014,7/2/2014,7/2/2014,3,110000,USD 100000 - 249999,USD 100000 - 199999,0 to 10,Unknown,0,1,0,1,No
0.413752925,20616,Biscuit,Arbo,California,United States,Email,3/1/2014,13-01-2014,13-01-2014,2,200000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.908197968,20536,Beverage,Fanta,Washington,United States,Email,28-01-2014,7/2/2014,7/2/2014,2,30000,USD 0 - 9999,USD 0,11 to 20,Known,1,0,0,1,No
0.920573163,19594,Beverage,Fanta,Oregon,United States,Email,6/1/2014,21-01-2014,21-01-2014,2,30000,USD 10000 - 24999,USD 0,11 to 20,Known,1,0,0,1,No
0.538480955,5411,Biscuit,Nabisco,Utah,United States,Email,16-01-2014,13-02-2014,13-02-2014,2,50000,USD 10000 - 24999,USD 0,41 and above,Known,0,1,0,1,No
0.848187841,42948,Biscuit,Arbo,California,United States,Email,13-01-2014,6/2/2014,6/2/2014,4,162765,USD 100000 - 249999,USD 0,31 to 40,None,1,0,0,1,No
0.993608796,7725,Biscuit,Covenant,Utah,United States,Email,28-01-2014,9/2/2014,9/2/2014,2,100000,USD 25000 - 49999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.225505165,40858,Biscuit,Oreo,Arizona,United States,Email,14-01-2014,7/2/2014,7/2/2014,3,32500,USD 0 - 9999,USD 0,0 to 10,Unknown,0.016529,0,0.983471,1,No
0.411208761,10467,Biscuit,Arbo,Utah,United States,Email,26-01-2014,9/3/2014,9/3/2014,3,122699,USD 0 - 9999,USD 0,31 to 40,None,0.501205,0.498795,0,1,No
0.066055139,11214,Beverage,Fanta,California,United States,Email,12/1/2014,19-01-2014,19-01-2014,4,100000,USD 0 - 9999,USD 0,0 to 10,Known,0,0,1,1,No
0.328803639,32339,Biscuit,Arbo,Utah,United States,Email,26-01-2014,2/2/2014,2/2/2014,3,90000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0.015152,0.984848,1,No
0.659282384,4896,Beverage,Fanta,Utah,United States,Email,18-01-2014,10/2/2014,10/2/2014,2,125000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.307145854,33357,Beverage,Fanta,Texas,United States,Email,12/1/2014,20-01-2014,20-01-2014,3,105000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.121951,0.878049,0,1,No
0.934694453,3250,Biscuit,Chips Ahoy,California,United States,Email,31-01-2014,9/2/2014,9/2/2014,4,50000,USD 0 - 9999,USD 25000 - 99999,0 to 10,Unknown,0.217391,0.119565,0.663043,0.999999,No
0.278219554,24590,Beverage,Coca Cola,Utah,United States,Email,28-01-2014,28-01-2014,28-01-2014,1,2000,USD 0 - 9999,USD 0,0 to 10,None,0,0,0,0,No
0.744818685,9399,Beverage,Fanta,Texas,United States,Email,19-01-2014,26-01-2014,26-01-2014,3,35000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,1,1,No
0.624294308,15588,Beverage,Coca Cola,Montana,United States,Email,7/1/2014,26-02-2014,26-02-2014,3,350000,USD 100000 - 249999,USD 0,21 to 30,Unknown,0.098394,0,0.901606,1,No
0.708100864,22214,Biscuit,Chips Ahoy,Oregon,United States,Email,25-01-2014,26-01-2014,27-01-2014,3,17000,USD 0 - 9999,USD 0,0 to 10,None,0,0,0.52381,0.52381,No
0.83711794,21342,Biscuit,Chips Ahoy,Utah,United States,Email,14-01-2014,16-01-2014,16-01-2014,3,56700,USD 0 - 9999,USD 0,0 to 10,Known,0,0,1,1,No
0.260192943,45949,Beverage,Pepsi,Utah,United States,Email,9/1/2014,13-02-2014,13-02-2014,9,110000,USD 25000 - 49999,USD 0,41 and above,Known,0.876081,0.123919,0,1,No
0.192872444,31633,Beverage,Coca Cola,Oregon,United States,Email,13-01-2014,18-02-2014,18-02-2014,6,36000,USD 0 - 9999,USD 0,41 and above,Known,0.068681,0.598901,0.332418,1,No
0.617554642,41758,Biscuit,Nabisco,California,United States,Email,22-01-2014,3/2/2014,3/2/2014,2,155014,USD 0 - 9999,USD 25000 - 99999,0 to 10,Unknown,1,0,0,1,No
0.741343666,22838,Beverage,Fanta,California,United States,Email,6/1/2014,10/1/2014,10/1/2014,3,890000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,1,1,No
0.399796084,33876,Beverage,Fanta,Washington,United States,Email,5/1/2014,7/1/2014,7/1/2014,2,1162,USD 100000 - 249999,USD 0,21 to 30,Unknown,1,0,0,1,No
0.94474134,11945,Beverage,Coca Cola,Utah,United States,Email,15-01-2014,8/2/2014,10/2/2014,6,260000,USD 0 - 9999,USD 0,41 and above,Unknown,0.098859,0.224335,0.604563,0.927757,No
0.46257374,42037,Beverage,Fanta,Utah,United States,Email,18-01-2014,18-01-2014,18-01-2014,1,7129,USD 0 - 9999,USD 100000 - 199999,0 to 10,Unknown,0,0,0,0,No
0.772107424,20813,Biscuit,Covenant,Oregon,United States,Email,26-01-2014,28-01-2014,30-01-2014,3,32000,USD 0 - 9999,USD 100000 - 199999,0 to 10,Known,0,0,0.6,0.6,No
0.213888699,11079,Biscuit,Arbo,Washington,United States,Email,4/1/2014,3/2/2014,3/2/2014,6,90000,USD 0 - 9999,USD 25000 - 99999,41 and above,Known,0,0.513245,0.486755,1,No
0.752027158,26064,Beverage,Coca Cola,California,United States,Email,21-01-2014,26-01-2014,26-01-2014,2,1000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.271520815,8062,Biscuit,Covenant,Texas,United States,Email,3/1/2014,3/1/2014,3/1/2014,2,100000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,No
0.373567343,7976,Biscuit,Ritz,Utah,United States,Email,5/1/2014,13-01-2014,13-01-2014,2,131000,USD 100000 - 249999,USD 0,31 to 40,Unknown,1,0,0,1,No
0.678556955,42286,Biscuit,Arbo,Utah,United States,Email,1/1/2014,3/1/2014,3/1/2014,2,60000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,1,1,No
0.466619647,3841,Beverage,Fanta,Arizona,United States,Email,15-01-2014,25-01-2014,25-01-2014,2,13792,USD 0 - 9999,USD 25000 - 99999,0 to 10,Unknown,0,0,1,1,No
0.193985113,36662,Beverage,Coca Cola,Utah,United States,Email,15-01-2014,18-01-2014,18-01-2014,2,13089,USD 0 - 9999,USD 1 - 24999,0 to 10,Unknown,0,1,0,1,No
0.078846761,8135,Biscuit,Chips Ahoy,Utah,United States,Email,24-01-2014,24-01-2014,24-01-2014,2,20000,USD 0 - 9999,USD 1 - 24999,0 to 10,Known,0,0,0,0,Yes
0.483433549,7178,Biscuit,Covenant,Oregon,United States,Email,18-01-2014,21-01-2014,21-01-2014,2,15000,USD 50000 - 99999,USD 0,41 and above,Unknown,1,0,0,1,Yes
0.789175836,12587,Beverage,Coca Cola,California,United States,Email,24-01-2014,24-01-2014,24-01-2014,1,2089,USD 0 - 9999,USD 0,0 to 10,None,0,0,0,0,Yes
0.78886634,1470,Biscuit,Nabisco,Texas,United States,Email,19-01-2014,28-01-2014,1/2/2014,6,103000,USD 0 - 9999,USD 0,0 to 10,None,0,0.453125,0.242188,0.695313,Yes
